id,sport,type,canonical_name,zh_hans,zh_hant,en,ja,es,aliases
fb_universidad_catolica,football,team,Universidad Catolica,厄瓜多尔天主教大学,天主教大學(厄),Universidad Católica,ウニベルシダ・カトリカ(ECU),Universidad Católica (Ecuador),Universidad Catolica | Universidad Católica | 厄瓜多尔天主教大学 | 天主教大学 | 天主教大學(厄)
fb_universidad_central_de_venezuela_fc,football,team,Universidad Central de Venezuela FC,委内瑞拉中央大学,委內瑞拉中央大學,UCV FC,UCV FC,Universidad Central de Venezuela,UCV FC | Universidad Central de Venezuela FC | 委內瑞拉中央大學 | 委内瑞拉中央大学
fb_uruguay,football,team,Uruguay,乌拉圭,烏拉圭,Uruguay,ウルグアイ,Uruguay,Uruguay | 乌拉圭 | 烏拉圭
fb_uzbekistan,football,team,Uzbekistan,乌兹别克斯坦,烏茲別克,Uzbekistan,ウズベキスタン,Uzbekistán,Uzbekistan | 乌兹别克斯坦 | 烏茲別克
fb_valencia_cf,football,team,Valencia CF,瓦伦西亚,華伦西亞,Valencia,バレンシアCF,Valencia,Valencia | Valencia CF | 瓦伦西亚 | 華伦西亞 | 蝙蝠军团
fb_venezia_fc,football,team,Venezia FC,威尼斯,威尼斯,Venezia,ヴェネツィアFC,Venecia,Venezia | Venezia FC | 威尼斯
fb_vfb_stuttgart,football,team,VfB Stuttgart,斯图加特,史特加,VfB Stuttgart,VfBシュトゥットガルト,Stuttgart,Stuttgart | VfB Stuttgart | 史特加 | 斯图加特
fb_vfl_wolfsburg,football,team,VfL Wolfsburg,沃尔夫斯堡,禾夫斯堡,VfL Wolfsburg,VfLヴォルフスブルク,Wolfsburgo,VfL Wolfsburg | Wolfsburg | 沃尔夫斯堡 | 狼堡 | 禾夫斯堡
fb_viking_fk,football,team,Viking FK,维京,維京,Viking FK,バイキングFK,Viking FK,Viking | Viking FK | 維京 | 维京
fb_villarreal_cf,football,team,Villarreal CF,比利亚雷亚尔,維拉利爾,Villarreal,ビジャレアルCF,Villarreal,Villarreal | Villarreal CF | 比利亚雷亚尔 | 維拉利爾 | 黄色潜水艇
fb_vit_ria_sc,football,team,Vitória SC,吉马良斯,甘馬雷斯,Vitória de Guimarães,ヴィトーリアSC,Vitória de Guimarães,Vitoria de Guimaraes | Vitória SC | Vitória de Guimarães | 吉马良斯 | 甘馬雷斯
fb_watford_fc,football,team,Watford FC,沃特福德,屈福特,Watford,ワトフォード,Watford,Watford | Watford FC | 屈福特 | 沃特福德
fb_west_bromwich_albion_fc,football,team,West Bromwich Albion FC,西布罗姆维奇,西布朗,West Bromwich Albion,ウェスト・ブロムウィッチ・アルビオン,West Bromwich Albion,West Brom | West Bromwich Albion | West Bromwich Albion FC | 西布朗 | 西布罗姆维奇
fb_west_ham_united_fc,football,team,West Ham United FC,西汉姆联,韋斯咸,West Ham United,ウェストハム・ユナイテッド,West Ham United,West Ham | West Ham United | West Ham United FC | 西汉姆联 | 韋斯咸
fb_willem_ii_tilburg,football,team,Willem II Tilburg,威廉二世,威廉二世,Willem II,ヴィレムII,Willem II,Willem II | Willem II Tilburg | 威廉二世
fb_wolverhampton_wanderers_fc,football,team,Wolverhampton Wanderers FC,狼队,狼隊,Wolverhampton Wanderers,ウルヴァーハンプトン・ワンダラーズ,Wolverhampton Wanderers,Wolverhampton Wanderers | Wolverhampton Wanderers FC | Wolves | 伍尔弗汉普顿流浪者 | 狼队 | 狼隊
fb_wrexham_afc,football,team,Wrexham AFC,雷克瑟姆,域斯咸,Wrexham,レクサム,Wrexham,Wrexham | Wrexham AFC | 域斯咸 | 雷克瑟姆
fb_k_slovan_bratislava,football,team,ŠK Slovan Bratislava,布拉迪斯拉发斯拉夫,斯洛雲,Slovan Bratislava,ŠKスロヴァン・ブラチスラヴァ,Slovan Bratislava,Slovan Bratislava | ŠK Slovan Bratislava | 布拉迪斯拉发 | 布拉迪斯拉发斯拉夫 | 斯洛雲
comp_nba,basketball,league,NBA,NBA,NBA,NBA,NBA,NBA,NBA | National Basketball Association | 美职篮
nba_bos,basketball,team,Boston Celtics,波士顿凯尔特人,波士頓塞爾提克,Boston Celtics,ボストン・セルティックス,Boston Celtics,Boston Celtics | Celtics | 凯尔特人 | 绿衫军
nba_bkn,basketball,team,Brooklyn Nets,布鲁克林篮网,布魯克林籃網,Brooklyn Nets,ブルックリン・ネッツ,Brooklyn Nets,Brooklyn Nets | Nets | 篮网
nba_nyk,basketball,team,New York Knicks,纽约尼克斯,紐約尼克,New York Knicks,ニューヨーク・ニックス,New York Knicks,New York Knicks | Knicks | 尼克斯 | 尼克
nba_phi,basketball,team,Philadelphia 76ers,费城76人,費城76人,Philadelphia 76ers,フィラデルフィア・セブンティシクサーズ,Philadelphia 76ers,Philadelphia 76ers | 76ers | Sixers | 76人
nba_tor,basketball,team,Toronto Raptors,多伦多猛龙,多倫多暴龍,Toronto Raptors,トロント・ラプターズ,Toronto Raptors,Toronto Raptors | Raptors | 猛龙 | 暴龙
nba_chi,basketball,team,Chicago Bulls,芝加哥公牛,芝加哥公牛,Chicago Bulls,シカゴ・ブルズ,Chicago Bulls,Chicago Bulls | Bulls | 公牛
nba_cle,basketball,team,Cleveland Cavaliers,克利夫兰骑士,克里夫蘭騎士,Cleveland Cavaliers,クリーブランド・キャバリアーズ,Cleveland Cavaliers,Cleveland Cavaliers | Cavaliers | Cavs | 骑士
nba_det,basketball,team,Detroit Pistons,底特律活塞,底特律活塞,Detroit Pistons,デトロイト・ピストンズ,Detroit Pistons,Detroit Pistons | Pistons | 活塞
nba_ind,basketball,team,Indiana Pacers,印第安纳步行者,印第安那溜馬,Indiana Pacers,インディアナ・ペイサーズ,Indiana Pacers,Indiana Pacers | Pacers | 步行者 | 溜马
nba_mil,basketball,team,Milwaukee Bucks,密尔沃基雄鹿,密爾瓦基公鹿,Milwaukee Bucks,ミルウォーキー・バックス,Milwaukee Bucks,Milwaukee Bucks | Bucks | 雄鹿 | 公鹿
nba_atl,basketball,team,Atlanta Hawks,亚特兰大老鹰,亞特蘭大老鷹,Atlanta Hawks,アトランタ・ホークス,Atlanta Hawks,Atlanta Hawks | Hawks | 老鹰
nba_cha,basketball,team,Charlotte Hornets,夏洛特黄蜂,夏洛特黃蜂,Charlotte Hornets,シャーロット・ホーネッツ,Charlotte Hornets,Charlotte Hornets | Hornets | 黄蜂
nba_mia,basketball,team,Miami Heat,迈阿密热火,邁阿密熱火,Miami Heat,マイアミ・ヒート,Miami Heat,Miami Heat | Heat | 热火
nba_orl,basketball,team,Orlando Magic,奥兰多魔术,奧蘭多魔術,Orlando Magic,オーランド・マジック,Orlando Magic,Orlando Magic | Magic | 魔术
nba_was,basketball,team,Washington Wizards,华盛顿奇才,華盛頓巫師,Washington Wizards,ワシントン・ウィザーズ,Washington Wizards,Washington Wizards | Wizards | 奇才 | 巫师
nba_den,basketball,team,Denver Nuggets,丹佛掘金,丹佛金塊,Denver Nuggets,デンバー・ナゲッツ,Denver Nuggets,Denver Nuggets | Nuggets | 掘金 | 金块
nba_min,basketball,team,Minnesota Timberwolves,明尼苏达森林狼,明尼蘇達灰狼,Minnesota Timberwolves,ミネソタ・ティンバーウルブズ,Minnesota Timberwolves,Minnesota Timberwolves | Timberwolves | Wolves | 森林狼 | 灰狼
nba_okc,basketball,team,Oklahoma City Thunder,俄克拉荷马城雷霆,奧克拉荷馬城雷霆,Oklahoma City Thunder,オクラホマシティ・サンダー,Oklahoma City Thunder,Oklahoma City Thunder | Thunder | OKC | 雷霆
nba_por,basketball,team,Portland Trail Blazers,波特兰开拓者,波特蘭拓荒者,Portland Trail Blazers,ポートランド・トレイルブレイザーズ,Portland Trail Blazers,Portland Trail Blazers | Trail Blazers | Blazers | 开拓者 | 拓荒者
nba_uta,basketball,team,Utah Jazz,犹他爵士,猶他爵士,Utah Jazz,ユタ・ジャズ,Utah Jazz,Utah Jazz | Jazz | 爵士
nba_gsw,basketball,team,Golden State Warriors,金州勇士,金州勇士,Golden State Warriors,ゴールデンステート・ウォリアーズ,Golden State Warriors,Golden State Warriors | Warriors | GSW | 勇士 | 金州勇士
nba_lac,basketball,team,LA Clippers,洛杉矶快船,洛杉磯快艇,LA Clippers,ロサンゼルス・クリッパーズ,Los Angeles Clippers,LA Clippers | Los Angeles Clippers | Clippers | 快船 | 快艇
nba_lal,basketball,team,Los Angeles Lakers,洛杉矶湖人,洛杉磯湖人,Los Angeles Lakers,ロサンゼルス・レイカーズ,Los Angeles Lakers,Los Angeles Lakers | Lakers | LAL | 湖人 | 洛杉矶湖人 | 紫金军团
nba_phx,basketball,team,Phoenix Suns,菲尼克斯太阳,鳳凰城太陽,Phoenix Suns,フェニックス・サンズ,Phoenix Suns,Phoenix Suns | Suns | 太阳
nba_sac,basketball,team,Sacramento Kings,萨克拉门托国王,沙加緬度國王,Sacramento Kings,サクラメント・キングス,Sacramento Kings,Sacramento Kings | Kings | 国王
nba_dal,basketball,team,Dallas Mavericks,达拉斯独行侠,達拉斯獨行俠,Dallas Mavericks,ダラス・マーベリックス,Dallas Mavericks,Dallas Mavericks | Mavericks | Mavs | 独行侠 | 小牛
nba_hou,basketball,team,Houston Rockets,休斯顿火箭,休士頓火箭,Houston Rockets,ヒューストン・ロケッツ,Houston Rockets,Houston Rockets | Rockets | 火箭
nba_mem,basketball,team,Memphis Grizzlies,孟菲斯灰熊,曼菲斯灰熊,Memphis Grizzlies,メンフィス・グリズリーズ,Memphis Grizzlies,Memphis Grizzlies | Grizzlies | 灰熊
nba_nop,basketball,team,New Orleans Pelicans,新奥尔良鹈鹕,紐奧良鵜鶘,New Orleans Pelicans,ニューオーリンズ・ペリカンズ,New Orleans Pelicans,New Orleans Pelicans | Pelicans | 鹈鹕
nba_sas,basketball,team,San Antonio Spurs,圣安东尼奥马刺,聖安東尼奧馬刺,San Antonio Spurs,サンアントニオ・スパーズ,San Antonio Spurs,San Antonio Spurs | Spurs | 马刺
comp_asian_games,asian-games,league,Asian Games 2026,亚运会,亞運會,Asian Games,アジア競技大会,Asian Games 2026,20th Asian Games | Asian Games | Asian Games 2026 | 亚运会 | 名古屋亚运会
ag_afg,asian-games,country,Afghanistan,阿富汗,阿富汗,Afghanistan,アフガニスタン,Afganistán,AFG | Afganistán | Afghanistan | 阿富汗
ag_brn,asian-games,country,Bahrain,巴林,巴林,Bahrain,バーレーン,Baréin,BRN | Bahrain | Baréin | 巴林
ag_ban,asian-games,country,Bangladesh,孟加拉国,孟加拉,Bangladesh,バングラデシュ,Bangladés,BAN | Bangladesh | Bangladés | 孟加拉 | 孟加拉国
ag_bhu,asian-games,country,Bhutan,不丹,不丹,Bhutan,ブータン,Bután,BHU | Bhutan | Bután | 不丹
ag_bru,asian-games,country,Brunei,文莱,汶萊,Brunei,ブルネイ,Brunéi,BRU | Brunei | Brunéi | 文莱 | 汶莱
ag_cam,asian-games,country,Cambodia,柬埔寨,柬埔寨,Cambodia,カンボジア,Camboya,CAM | Cambodia | Camboya | 柬埔寨
ag_chn,asian-games,country,China,中国,中國,China,中国,China,CHN | China | 中华人民共和国 | 中国
ag_tpe,asian-games,country,Chinese Taipei,中华台北,中華台北,Chinese Taipei,チャイニーズタイペイ,China Taipéi,China Taipéi | Chinese Taipei | TPE | 中华台北 | 中華台北 | 台湾
ag_hkg,asian-games,country,"Hong Kong, China",中国香港,中國香港,"Hong Kong, China",香港,"Hong Kong, China","HKG | Hong Kong | Hong Kong, China | 中国香港 | 香港"
ag_ind,asian-games,country,India,印度,印度,India,インド,India,IND | India | 印度
ag_ina,asian-games,country,Indonesia,印度尼西亚,印尼,Indonesia,インドネシア,Indonesia,INA | Indonesia | 印尼 | 印度尼西亚
ag_iri,asian-games,country,Iran,伊朗,伊朗,Iran,イラン,Irán,IRI | Iran | Irán | 伊朗
ag_irq,asian-games,country,Iraq,伊拉克,伊拉克,Iraq,イラク,Irak,IRQ | Irak | Iraq | 伊拉克
ag_jpn,asian-games,country,Japan (Host),日本（东道主）,日本（東道主）,Japan (Host),日本（開催国）,Japón (Anfitrión),JPN | Japan | Japan (Host) | Japón (Anfitrión) | 日本
ag_jor,asian-games,country,Jordan,约旦,約旦,Jordan,ヨルダン,Jordania,JOR | Jordan | Jordania | 约旦
ag_kaz,asian-games,country,Kazakhstan,哈萨克斯坦,哈薩克,Kazakhstan,カザフスタン,Kazajistán,KAZ | Kazajistán | Kazakhstan | 哈萨克 | 哈萨克斯坦
ag_kuw,asian-games,country,Kuwait,科威特,科威特,Kuwait,クウェート,Kuwait,KUW | Kuwait | 科威特
ag_kgz,asian-games,country,Kyrgyzstan,吉尔吉斯斯坦,吉爾吉斯,Kyrgyzstan,キルギス,Kirguistán,KGZ | Kirguistán | Kyrgyzstan | 吉尔吉斯 | 吉尔吉斯斯坦
ag_lao,asian-games,country,Laos,老挝,寮國,Laos,ラオス,Laos,LAO | Laos | 寮国 | 老挝
ag_lbn,asian-games,country,Lebanon,黎巴嫩,黎巴嫩,Lebanon,レバノン,Líbano,LBN | Lebanon | Líbano | 黎巴嫩
ag_mac,asian-games,country,"Macau, China",中国澳门,中國澳門,"Macau, China",マカオ,"Macao, China","MAC | Macao, China | Macau | Macau, China | 中国澳门 | 澳门"
ag_mas,asian-games,country,Malaysia,马来西亚,馬來西亞,Malaysia,マレーシア,Malasia,MAS | Malasia | Malaysia | 大马 | 马来西亚
ag_mdv,asian-games,country,Maldives,马尔代夫,馬爾地夫,Maldives,モルディブ,Maldivas,MDV | Maldivas | Maldives | 马尔代夫 | 马尔地夫
ag_mgl,asian-games,country,Mongolia,蒙古,蒙古,Mongolia,モンゴル,Mongolia,MGL | Mongolia | 蒙古
ag_mya,asian-games,country,Myanmar,缅甸,緬甸,Myanmar,ミャンマー,Myanmar,MYA | Myanmar | 缅甸
ag_nep,asian-games,country,Nepal,尼泊尔,尼泊爾,Nepal,ネパール,Nepal,NEP | Nepal | 尼泊尔
ag_prk,asian-games,country,North Korea,朝鲜,北韓,North Korea,北朝鮮,Corea del Norte,Corea del Norte | North Korea | PRK | 北韩 | 朝鲜
ag_oma,asian-games,country,Oman,阿曼,阿曼,Oman,オマーン,Omán,OMA | Oman | Omán | 阿曼
ag_pak,asian-games,country,Pakistan,巴基斯坦,巴基斯坦,Pakistan,パキスタン,Pakistán,PAK | Pakistan | Pakistán | 巴基斯坦
ag_ple,asian-games,country,Palestine,巴勒斯坦,巴勒斯坦,Palestine,パレスチナ,Palestina,PLE | Palestina | Palestine | 巴勒斯坦
ag_phi,asian-games,country,Philippines,菲律宾,菲律賓,Philippines,フィリピン,Filipinas,Filipinas | PHI | Philippines | 菲律宾
ag_qat,asian-games,country,Qatar,卡塔尔,卡達,Qatar,カタール,Catar,Catar | QAT | Qatar | 卡塔尔 | 卡达
ag_ksa,asian-games,country,Saudi Arabia,沙特阿拉伯,沙烏地阿拉伯,Saudi Arabia,サウジアラビア,Arabia Saudita,Arabia Saudita | KSA | Saudi Arabia | 沙乌地阿拉伯 | 沙特 | 沙特阿拉伯
ag_sgp,asian-games,country,Singapore,新加坡,新加坡,Singapore,シンガポール,Singapur,SGP | Singapore | Singapur | 新加坡 | 狮城
ag_kor,asian-games,country,South Korea,韩国,南韓,South Korea,韓国,Corea del Sur,Corea del Sur | KOR | Korea | South Korea | 南韩 | 大韩民国 | 韩国
ag_sri,asian-games,country,Sri Lanka,斯里兰卡,斯里蘭卡,Sri Lanka,スリランカ,Sri Lanka,SRI | Sri Lanka | 斯里兰卡
ag_syr,asian-games,country,Syria,叙利亚,敘利亞,Syria,シリア,Siria,SYR | Siria | Syria | 叙利亚
ag_tjk,asian-games,country,Tajikistan,塔吉克斯坦,塔吉克,Tajikistan,タジキスタン,Tayikistán,TJK | Tajikistan | Tayikistán | 塔吉克 | 塔吉克斯坦
ag_tha,asian-games,country,Thailand,泰国,泰國,Thailand,タイ,Tailandia,THA | Tailandia | Thailand | 泰国
ag_tls,asian-games,country,Timor-Leste,东帝汶,東帝汶,Timor-Leste,東ティモール,Timor Oriental,TLS | Timor Oriental | Timor-Leste | 东帝汶
ag_tkm,asian-games,country,Turkmenistan,土库曼斯坦,土庫曼,Turkmenistan,トルクメニスタン,Turkmenistán,TKM | Turkmenistan | Turkmenistán | 土库曼 | 土库曼斯坦
ag_uae,asian-games,country,United Arab Emirates,阿联酋,阿聯酋,United Arab Emirates,アラブ首長国連邦,Emiratos Árabes Unidos,Emiratos Árabes Unidos | UAE | United Arab Emirates | 阿联酋
ag_uzb,asian-games,country,Uzbekistan,乌兹别克斯坦,烏茲別克,Uzbekistan,ウズベキスタン,Uzbekistán,UZB | Uzbekistan | Uzbekistán | 乌兹别克 | 乌兹别克斯坦
ag_vie,asian-games,country,Vietnam,越南,越南,Vietnam,ベトナム,Vietnam,VIE | Vietnam | 越南
ag_yem,asian-games,country,Yemen,也门,葉門,Yemen,イエメン,Yemen,YEM | Yemen | 也门 | 叶门
